,namaLokasi,dateTime,dateTimeISO,tanggalKuota,jamKuota,totalKuota,sisaKuota,jakiKuota,wilayah,kecamatan,kelurahan,jenisFaskes,ADDRESS,location,point,latitude,longitude
62,PUSKESMAS KELURAHAN PETOJO SELATAN,2021-07-15T10:00:00,2021-07-15T10:00:00.000Z,7/15/2021,10:00:00,100,93,deprecated,KOTA ADM. JAKARTA PUSAT,GAMBIR,PETOJO SELATAN,deprecated,"PUSKESMAS KELURAHAN PETOJO SELATAN,GAMBIR,JAKARTA,INDONESIA","Puskesmas Kelurahan Petojo Selatan, Jalan Taman Tanah Abang III, RW 04, Petojo Selatan, Gambir, Jakarta Pusat, Daerah Khusus Ibukota Jakarta, 10160, Indonesia","(-6.17687555, 106.8144249, 0.0)",-6.17687555,106.8144249
63,JAKARTA ISLAMIC CENTER,2021-07-15T11:00:00,2021-07-15T11:00:00.000Z,7/15/2021,11:00:00,100,93,deprecated,KOTA ADM. JAKARTA UTARA,KOJA,TUGU UTARA,deprecated,"JAKARTA ISLAMIC CENTER,KOJA,JAKARTA,INDONESIA","Pusat Pengkajian dan Pengembangan Islam Jakarta, Tugu Utara, Koja, Jakarta Utara, Daerah Khusus Ibukota Jakarta, 14260, Indonesia","(-6.12125, 106.91786411080503, 0.0)",-6.12125,106.91786411080503
64,PUSKESMAS KECAMATAN SETIABUDI,2021-07-15T10:00:00,2021-07-15T10:00:00.000Z,7/15/2021,10:00:00,100,93,deprecated,KOTA ADM. JAKARTA SELATAN,SETIABUDI,GUNTUR,deprecated,"PUSKESMAS KECAMATAN SETIABUDI,SETIABUDI,JAKARTA,INDONESIA","Puskesmas dan Rumah Bersalin Kecamatan Setiabudi, Jalan Halimun Raya, RW 06, Guntur, Setiabudi, Jakarta Selatan, Daerah Khusus Ibukota Jakarta, 12980, Indonesia","(-6.20695715, 106.83381395, 0.0)",-6.20695715,106.83381395
65,RUMKITLAP ARTHA GRAHAN PEDULI (AGP) ANCOL,2021-07-16T10:00:00,2021-07-16T10:00:00.000Z,7/16/2021,10:00:00,100,93,deprecated,KOTA ADM. JAKARTA UTARA,PADEMANGAN,ANCOL,deprecated,"RUMKITLAP ARTHA GRAHAN PEDULI (AGP) ANCOL,PADEMANGAN,JAKARTA,INDONESIA",,"(0.0, 0.0, 0.0)",0.0,0.0
66,RPTRA MATAHARI,2021-07-16T10:00:00,2021-07-16T10:00:00.000Z,7/16/2021,10:00:00,100,93,deprecated,KOTA ADM. JAKARTA PUSAT,CEMPAKA PUTIH,CEMPAKA PUTIH TIMUR,deprecated,"RPTRA MATAHARI,CEMPAKA PUTIH,JAKARTA,INDONESIA",,"(0.0, 0.0, 0.0)",0.0,0.0
67,SMPN 2 JAKARTA PUSAT,2021-07-15T10:00:00,2021-07-15T10:00:00.000Z,7/15/2021,10:00:00,100,92,deprecated,KOTA ADM. JAKARTA PUSAT,JOHAR BARU,JOHAR BARU,deprecated,"SMPN 2 JAKARTA PUSAT,JOHAR BARU,JAKARTA,INDONESIA",,"(0.0, 0.0, 0.0)",0.0,0.0
68,RPTRA SUNGAI BAMBU,2021-07-16T10:00:00,2021-07-16T10:00:00.000Z,7/16/2021,10:00:00,100,92,deprecated,KOTA ADM. JAKARTA UTARA,TANJUNG PRIOK,SUNGAI BAMBU,deprecated,"RPTRA SUNGAI BAMBU,TANJUNG PRIOK,JAKARTA,INDONESIA","RPTRA Sungai Bambu, Sungai Bambu, Tanjung Priok, Jakarta Utara, Daerah Khusus Ibukota Jakarta, 14330, Indonesia","(-6.1302611, 106.89094102845658, 0.0)",-6.1302611,106.89094102845658
69,GOR MANGGA DUA SELATAN,2021-07-13T10:00:00,2021-07-13T10:00:00.000Z,7/13/2021,10:00:00,100,92,deprecated,KOTA ADM. JAKARTA PUSAT,SAWAH BESAR,MANGGA DUA SELATAN,deprecated,"GOR MANGGA DUA SELATAN,SAWAH BESAR,JAKARTA,INDONESIA",,"(0.0, 0.0, 0.0)",0.0,0.0
70,RPTRA SUNGAI BAMBU,2021-07-15T09:00:00,2021-07-15T09:00:00.000Z,7/15/2021,9:00:00,100,92,deprecated,KOTA ADM. JAKARTA UTARA,TANJUNG PRIOK,SUNGAI BAMBU,deprecated,"RPTRA SUNGAI BAMBU,TANJUNG PRIOK,JAKARTA,INDONESIA","RPTRA Sungai Bambu, Sungai Bambu, Tanjung Priok, Jakarta Utara, Daerah Khusus Ibukota Jakarta, 14330, Indonesia","(-6.1302611, 106.89094102845658, 0.0)",-6.1302611,106.89094102845658
71,KANTOR CAMAT CILINCING,2021-07-16T09:00:00,2021-07-16T09:00:00.000Z,7/16/2021,9:00:00,100,92,deprecated,KOTA ADM. JAKARTA UTARA,CILINCING,CILINCING,deprecated,"KANTOR CAMAT CILINCING,CILINCING,JAKARTA,INDONESIA","Kantor Camat Cilincing, Gang Rupbasan, RW 08, Cilincing, Jakarta Utara, Daerah Khusus Ibukota Jakarta, 14120, Indonesia","(-6.1022744, 106.93940911778341, 0.0)",-6.1022744,106.93940911778341
72,GOR MANGGA DUA SELATAN,2021-07-16T11:00:00,2021-07-16T11:00:00.000Z,7/16/2021,11:00:00,100,92,deprecated,KOTA ADM. JAKARTA PUSAT,SAWAH BESAR,MANGGA DUA SELATAN,deprecated,"GOR MANGGA DUA SELATAN,SAWAH BESAR,JAKARTA,INDONESIA",,"(0.0, 0.0, 0.0)",0.0,0.0
73,RPTRA MATAHARI,2021-07-14T10:00:00,2021-07-14T10:00:00.000Z,7/14/2021,10:00:00,100,92,deprecated,KOTA ADM. JAKARTA PUSAT,CEMPAKA PUTIH,CEMPAKA PUTIH TIMUR,deprecated,"RPTRA MATAHARI,CEMPAKA PUTIH,JAKARTA,INDONESIA",,"(0.0, 0.0, 0.0)",0.0,0.0
74,AULA PUSKESMAS KECAMATAN TAMBORA,2021-07-14T10:00:00,2021-07-14T10:00:00.000Z,7/14/2021,10:00:00,100,92,deprecated,KOTA ADM. JAKARTA BARAT,TAMBORA,KRENDANG,deprecated,"AULA PUSKESMAS KECAMATAN TAMBORA,TAMBORA,JAKARTA,INDONESIA",,"(0.0, 0.0, 0.0)",0.0,0.0
75,AULA PUSKESMAS KECAMATAN TAMBORA,2021-07-13T11:00:00,2021-07-13T11:00:00.000Z,7/13/2021,11:00:00,100,92,deprecated,KOTA ADM. JAKARTA BARAT,TAMBORA,KRENDANG,deprecated,"AULA PUSKESMAS KECAMATAN TAMBORA,TAMBORA,JAKARTA,INDONESIA",,"(0.0, 0.0, 0.0)",0.0,0.0
76,PUSKESMAS KELURAHAN PETOJO SELATAN,2021-07-15T11:00:00,2021-07-15T11:00:00.000Z,7/15/2021,11:00:00,100,91,deprecated,KOTA ADM. JAKARTA PUSAT,GAMBIR,PETOJO SELATAN,deprecated,"PUSKESMAS KELURAHAN PETOJO SELATAN,GAMBIR,JAKARTA,INDONESIA","Puskesmas Kelurahan Petojo Selatan, Jalan Taman Tanah Abang III, RW 04, Petojo Selatan, Gambir, Jakarta Pusat, Daerah Khusus Ibukota Jakarta, 10160, Indonesia","(-6.17687555, 106.8144249, 0.0)",-6.17687555,106.8144249
77,RPTRA SUNGAI BAMBU,2021-07-14T10:00:00,2021-07-14T10:00:00.000Z,7/14/2021,10:00:00,100,91,deprecated,KOTA ADM. JAKARTA UTARA,TANJUNG PRIOK,SUNGAI BAMBU,deprecated,"RPTRA SUNGAI BAMBU,TANJUNG PRIOK,JAKARTA,INDONESIA","RPTRA Sungai Bambu, Sungai Bambu, Tanjung Priok, Jakarta Utara, Daerah Khusus Ibukota Jakarta, 14330, Indonesia","(-6.1302611, 106.89094102845658, 0.0)",-6.1302611,106.89094102845658
78,PUSKESMAS KECAMATAN SETIABUDI,2021-07-15T11:00:00,2021-07-15T11:00:00.000Z,7/15/2021,11:00:00,100,91,deprecated,KOTA ADM. JAKARTA SELATAN,SETIABUDI,GUNTUR,deprecated,"PUSKESMAS KECAMATAN SETIABUDI,SETIABUDI,JAKARTA,INDONESIA","Puskesmas dan Rumah Bersalin Kecamatan Setiabudi, Jalan Halimun Raya, RW 06, Guntur, Setiabudi, Jakarta Selatan, Daerah Khusus Ibukota Jakarta, 12980, Indonesia","(-6.20695715, 106.83381395, 0.0)",-6.20695715,106.83381395
79,GOR MANGGA DUA SELATAN,2021-07-15T11:00:00,2021-07-15T11:00:00.000Z,7/15/2021,11:00:00,100,91,deprecated,KOTA ADM. JAKARTA PUSAT,SAWAH BESAR,MANGGA DUA SELATAN,deprecated,"GOR MANGGA DUA SELATAN,SAWAH BESAR,JAKARTA,INDONESIA",,"(0.0, 0.0, 0.0)",0.0,0.0
80,RUMKITLAP ARTHA GRAHAN PEDULI (AGP) ANCOL,2021-07-15T10:00:00,2021-07-15T10:00:00.000Z,7/15/2021,10:00:00,100,91,deprecated,KOTA ADM. JAKARTA UTARA,PADEMANGAN,ANCOL,deprecated,"RUMKITLAP ARTHA GRAHAN PEDULI (AGP) ANCOL,PADEMANGAN,JAKARTA,INDONESIA",,"(0.0, 0.0, 0.0)",0.0,0.0
81,AULA PUSKESMAS KECAMATAN TAMBORA,2021-07-15T10:00:00,2021-07-15T10:00:00.000Z,7/15/2021,10:00:00,100,91,deprecated,KOTA ADM. JAKARTA BARAT,TAMBORA,KRENDANG,deprecated,"AULA PUSKESMAS KECAMATAN TAMBORA,TAMBORA,JAKARTA,INDONESIA",,"(0.0, 0.0, 0.0)",0.0,0.0
82,RPTRA PLANET SENEN,2021-07-14T11:00:00,2021-07-14T11:00:00.000Z,7/14/2021,11:00:00,100,91,deprecated,KOTA ADM. JAKARTA PUSAT,SENEN,SENEN,deprecated,"RPTRA PLANET SENEN,SENEN,JAKARTA,INDONESIA",,"(0.0, 0.0, 0.0)",0.0,0.0
83,PUSKESMAS KECAMATAN SETIABUDI,2021-07-16T10:00:00,2021-07-16T10:00:00.000Z,7/16/2021,10:00:00,100,91,deprecated,KOTA ADM. JAKARTA SELATAN,SETIABUDI,GUNTUR,deprecated,"PUSKESMAS KECAMATAN SETIABUDI,SETIABUDI,JAKARTA,INDONESIA","Puskesmas dan Rumah Bersalin Kecamatan Setiabudi, Jalan Halimun Raya, RW 06, Guntur, Setiabudi, Jakarta Selatan, Daerah Khusus Ibukota Jakarta, 12980, Indonesia","(-6.20695715, 106.83381395, 0.0)",-6.20695715,106.83381395
84,KANTOR CAMAT CILINCING,2021-07-15T10:00:00,2021-07-15T10:00:00.000Z,7/15/2021,10:00:00,100,91,deprecated,KOTA ADM. JAKARTA UTARA,CILINCING,CILINCING,deprecated,"KANTOR CAMAT CILINCING,CILINCING,JAKARTA,INDONESIA","Kantor Camat Cilincing, Gang Rupbasan, RW 08, Cilincing, Jakarta Utara, Daerah Khusus Ibukota Jakarta, 14120, Indonesia","(-6.1022744, 106.93940911778341, 0.0)",-6.1022744,106.93940911778341
85,RPTRA SUNGAI BAMBU,2021-07-13T11:00:00,2021-07-13T11:00:00.000Z,7/13/2021,11:00:00,100,91,deprecated,KOTA ADM. JAKARTA UTARA,TANJUNG PRIOK,SUNGAI BAMBU,deprecated,"RPTRA SUNGAI BAMBU,TANJUNG PRIOK,JAKARTA,INDONESIA","RPTRA Sungai Bambu, Sungai Bambu, Tanjung Priok, Jakarta Utara, Daerah Khusus Ibukota Jakarta, 14330, Indonesia","(-6.1302611, 106.89094102845658, 0.0)",-6.1302611,106.89094102845658
86,GOR MANGGA DUA SELATAN,2021-07-14T11:00:00,2021-07-14T11:00:00.000Z,7/14/2021,11:00:00,100,91,deprecated,KOTA ADM. JAKARTA PUSAT,SAWAH BESAR,MANGGA DUA SELATAN,deprecated,"GOR MANGGA DUA SELATAN,SAWAH BESAR,JAKARTA,INDONESIA",,"(0.0, 0.0, 0.0)",0.0,0.0
87,AULA PUSKESMAS KECAMATAN TAMBORA,2021-07-16T11:00:00,2021-07-16T11:00:00.000Z,7/16/2021,11:00:00,100,91,deprecated,KOTA ADM. JAKARTA BARAT,TAMBORA,KRENDANG,deprecated,"AULA PUSKESMAS KECAMATAN TAMBORA,TAMBORA,JAKARTA,INDONESIA",,"(0.0, 0.0, 0.0)",0.0,0.0
88,RUMKITLAP ARTHA GRAHAN PEDULI (AGP) ANCOL,2021-07-15T09:00:00,2021-07-15T09:00:00.000Z,7/15/2021,9:00:00,100,91,deprecated,KOTA ADM. JAKARTA UTARA,PADEMANGAN,ANCOL,deprecated,"RUMKITLAP ARTHA GRAHAN PEDULI (AGP) ANCOL,PADEMANGAN,JAKARTA,INDONESIA",,"(0.0, 0.0, 0.0)",0.0,0.0
89,AULA PUSKESMAS KECAMATAN TAMBORA,2021-07-15T11:00:00,2021-07-15T11:00:00.000Z,7/15/2021,11:00:00,100,91,deprecated,KOTA ADM. JAKARTA BARAT,TAMBORA,KRENDANG,deprecated,"AULA PUSKESMAS KECAMATAN TAMBORA,TAMBORA,JAKARTA,INDONESIA",,"(0.0, 0.0, 0.0)",0.0,0.0
90,SMK 3 KEMAYORAN,2021-07-15T10:00:00,2021-07-15T10:00:00.000Z,7/15/2021,10:00:00,100,90,deprecated,KOTA ADM. JAKARTA PUSAT,KEMAYORAN,GUNUNG SAHARI SELATAN,deprecated,"SMK 3 KEMAYORAN,KEMAYORAN,JAKARTA,INDONESIA",,"(0.0, 0.0, 0.0)",0.0,0.0
91,AULA PUSKESMAS KECAMATAN TAMBORA,2021-07-14T09:00:00,2021-07-14T09:00:00.000Z,7/14/2021,9:00:00,100,90,deprecated,KOTA ADM. JAKARTA BARAT,TAMBORA,KRENDANG,deprecated,"AULA PUSKESMAS KECAMATAN TAMBORA,TAMBORA,JAKARTA,INDONESIA",,"(0.0, 0.0, 0.0)",0.0,0.0
92,PUSKESMAS KECAMATAN SETIABUDI,2021-07-15T09:00:00,2021-07-15T09:00:00.000Z,7/15/2021,9:00:00,100,90,deprecated,KOTA ADM. JAKARTA SELATAN,SETIABUDI,GUNTUR,deprecated,"PUSKESMAS KECAMATAN SETIABUDI,SETIABUDI,JAKARTA,INDONESIA","Puskesmas dan Rumah Bersalin Kecamatan Setiabudi, Jalan Halimun Raya, RW 06, Guntur, Setiabudi, Jakarta Selatan, Daerah Khusus Ibukota Jakarta, 12980, Indonesia","(-6.20695715, 106.83381395, 0.0)",-6.20695715,106.83381395
93,SMPN 2 JAKARTA PUSAT,2021-07-16T10:00:00,2021-07-16T10:00:00.000Z,7/16/2021,10:00:00,100,90,deprecated,KOTA ADM. JAKARTA PUSAT,JOHAR BARU,JOHAR BARU,deprecated,"SMPN 2 JAKARTA PUSAT,JOHAR BARU,JAKARTA,INDONESIA",,"(0.0, 0.0, 0.0)",0.0,0.0
94,JAKARTA ISLAMIC CENTER,2021-07-15T09:00:00,2021-07-15T09:00:00.000Z,7/15/2021,9:00:00,100,90,deprecated,KOTA ADM. JAKARTA UTARA,KOJA,TUGU UTARA,deprecated,"JAKARTA ISLAMIC CENTER,KOJA,JAKARTA,INDONESIA","Pusat Pengkajian dan Pengembangan Islam Jakarta, Tugu Utara, Koja, Jakarta Utara, Daerah Khusus Ibukota Jakarta, 14260, Indonesia","(-6.12125, 106.91786411080503, 0.0)",-6.12125,106.91786411080503
95,AULA PUSKESMAS KECAMATAN TAMBORA,2021-07-16T10:00:00,2021-07-16T10:00:00.000Z,7/16/2021,10:00:00,100,90,deprecated,KOTA ADM. JAKARTA BARAT,TAMBORA,KRENDANG,deprecated,"AULA PUSKESMAS KECAMATAN TAMBORA,TAMBORA,JAKARTA,INDONESIA",,"(0.0, 0.0, 0.0)",0.0,0.0
96,RPTRA PLANET SENEN,2021-07-14T09:00:00,2021-07-14T09:00:00.000Z,7/14/2021,9:00:00,100,90,deprecated,KOTA ADM. JAKARTA PUSAT,SENEN,SENEN,deprecated,"RPTRA PLANET SENEN,SENEN,JAKARTA,INDONESIA",,"(0.0, 0.0, 0.0)",0.0,0.0
97,PUSKESMAS KELURAHAN PETOJO SELATAN,2021-07-16T11:00:00,2021-07-16T11:00:00.000Z,7/16/2021,11:00:00,100,90,deprecated,KOTA ADM. JAKARTA PUSAT,GAMBIR,PETOJO SELATAN,deprecated,"PUSKESMAS KELURAHAN PETOJO SELATAN,GAMBIR,JAKARTA,INDONESIA","Puskesmas Kelurahan Petojo Selatan, Jalan Taman Tanah Abang III, RW 04, Petojo Selatan, Gambir, Jakarta Pusat, Daerah Khusus Ibukota Jakarta, 10160, Indonesia","(-6.17687555, 106.8144249, 0.0)",-6.17687555,106.8144249
98,RPTRA SUNGAI BAMBU,2021-07-14T09:00:00,2021-07-14T09:00:00.000Z,7/14/2021,9:00:00,100,90,deprecated,KOTA ADM. JAKARTA UTARA,TANJUNG PRIOK,SUNGAI BAMBU,deprecated,"RPTRA SUNGAI BAMBU,TANJUNG PRIOK,JAKARTA,INDONESIA","RPTRA Sungai Bambu, Sungai Bambu, Tanjung Priok, Jakarta Utara, Daerah Khusus Ibukota Jakarta, 14330, Indonesia","(-6.1302611, 106.89094102845658, 0.0)",-6.1302611,106.89094102845658
99,PUSKESMAS KELURAHAN PETOJO SELATAN,2021-07-13T11:00:00,2021-07-13T11:00:00.000Z,7/13/2021,11:00:00,100,90,deprecated,KOTA ADM. JAKARTA PUSAT,GAMBIR,PETOJO SELATAN,deprecated,"PUSKESMAS KELURAHAN PETOJO SELATAN,GAMBIR,JAKARTA,INDONESIA","Puskesmas Kelurahan Petojo Selatan, Jalan Taman Tanah Abang III, RW 04, Petojo Selatan, Gambir, Jakarta Pusat, Daerah Khusus Ibukota Jakarta, 10160, Indonesia","(-6.17687555, 106.8144249, 0.0)",-6.17687555,106.8144249
100,SMK 3 KEMAYORAN,2021-07-16T11:00:00,2021-07-16T11:00:00.000Z,7/16/2021,11:00:00,100,89,deprecated,KOTA ADM. JAKARTA PUSAT,KEMAYORAN,GUNUNG SAHARI SELATAN,deprecated,"SMK 3 KEMAYORAN,KEMAYORAN,JAKARTA,INDONESIA",,"(0.0, 0.0, 0.0)",0.0,0.0
101,GELANGGANG REMAJA KECAMATAN KELAPA GADING,2021-07-15T09:00:00,2021-07-15T09:00:00.000Z,7/15/2021,9:00:00,100,89,deprecated,KOTA ADM. JAKARTA UTARA,KELAPA GADING,KELAPA GADING TIIMUR,deprecated,"GELANGGANG REMAJA KECAMATAN KELAPA GADING,KELAPA GADING,JAKARTA,INDONESIA","Gelanggang Remaja Kecamatan Kelapa Gading, Jalan Kuning Mas, RW 10, Kelapa Gading Timur, Kelapa Gading, Jakarta Utara, Daerah Khusus Ibukota Jakarta, 14240, Indonesia","(-6.1644570000000005, 106.90853955, 0.0)",-6.1644570000000005,106.90853955
102,AULA PUSKESMAS KECAMATAN TAMBORA,2021-07-13T10:00:00,2021-07-13T10:00:00.000Z,7/13/2021,10:00:00,100,89,deprecated,KOTA ADM. JAKARTA BARAT,TAMBORA,KRENDANG,deprecated,"AULA PUSKESMAS KECAMATAN TAMBORA,TAMBORA,JAKARTA,INDONESIA",,"(0.0, 0.0, 0.0)",0.0,0.0
103,PUSKESMAS KELURAHAN PETOJO SELATAN,2021-07-13T10:00:00,2021-07-13T10:00:00.000Z,7/13/2021,10:00:00,100,89,deprecated,KOTA ADM. JAKARTA PUSAT,GAMBIR,PETOJO SELATAN,deprecated,"PUSKESMAS KELURAHAN PETOJO SELATAN,GAMBIR,JAKARTA,INDONESIA","Puskesmas Kelurahan Petojo Selatan, Jalan Taman Tanah Abang III, RW 04, Petojo Selatan, Gambir, Jakarta Pusat, Daerah Khusus Ibukota Jakarta, 10160, Indonesia","(-6.17687555, 106.8144249, 0.0)",-6.17687555,106.8144249
104,SMK 3 KEMAYORAN,2021-07-15T09:00:00,2021-07-15T09:00:00.000Z,7/15/2021,9:00:00,100,89,deprecated,KOTA ADM. JAKARTA PUSAT,KEMAYORAN,GUNUNG SAHARI SELATAN,deprecated,"SMK 3 KEMAYORAN,KEMAYORAN,JAKARTA,INDONESIA",,"(0.0, 0.0, 0.0)",0.0,0.0
105,PUSKESMAS KELURAHAN PETOJO SELATAN,2021-07-15T09:00:00,2021-07-15T09:00:00.000Z,7/15/2021,9:00:00,100,89,deprecated,KOTA ADM. JAKARTA PUSAT,GAMBIR,PETOJO SELATAN,deprecated,"PUSKESMAS KELURAHAN PETOJO SELATAN,GAMBIR,JAKARTA,INDONESIA","Puskesmas Kelurahan Petojo Selatan, Jalan Taman Tanah Abang III, RW 04, Petojo Selatan, Gambir, Jakarta Pusat, Daerah Khusus Ibukota Jakarta, 10160, Indonesia","(-6.17687555, 106.8144249, 0.0)",-6.17687555,106.8144249
106,SDN 01 PINANGSIA,2021-07-16T10:00:00,2021-07-16T10:00:00.000Z,7/16/2021,10:00:00,100,89,deprecated,KOTA ADM. JAKARTA BARAT,TAMAN SARI,PINANGSIA,deprecated,"SDN 01 PINANGSIA,TAMAN SARI,JAKARTA,INDONESIA",,"(0.0, 0.0, 0.0)",0.0,0.0
107,RPTRA SUNGAI BAMBU,2021-07-15T10:00:00,2021-07-15T10:00:00.000Z,7/15/2021,10:00:00,100,88,deprecated,KOTA ADM. JAKARTA UTARA,TANJUNG PRIOK,SUNGAI BAMBU,deprecated,"RPTRA SUNGAI BAMBU,TANJUNG PRIOK,JAKARTA,INDONESIA","RPTRA Sungai Bambu, Sungai Bambu, Tanjung Priok, Jakarta Utara, Daerah Khusus Ibukota Jakarta, 14330, Indonesia","(-6.1302611, 106.89094102845658, 0.0)",-6.1302611,106.89094102845658
108,RUMKITLAP ARTHA GRAHAN PEDULI (AGP) ANCOL,2021-07-13T11:00:00,2021-07-13T11:00:00.000Z,7/13/2021,11:00:00,100,88,deprecated,KOTA ADM. JAKARTA UTARA,PADEMANGAN,ANCOL,deprecated,"RUMKITLAP ARTHA GRAHAN PEDULI (AGP) ANCOL,PADEMANGAN,JAKARTA,INDONESIA",,"(0.0, 0.0, 0.0)",0.0,0.0
109,GOR MANGGA DUA SELATAN,2021-07-15T09:00:00,2021-07-15T09:00:00.000Z,7/15/2021,9:00:00,100,88,deprecated,KOTA ADM. JAKARTA PUSAT,SAWAH BESAR,MANGGA DUA SELATAN,deprecated,"GOR MANGGA DUA SELATAN,SAWAH BESAR,JAKARTA,INDONESIA",,"(0.0, 0.0, 0.0)",0.0,0.0
110,AULA PUSKESMAS KECAMATAN TAMBORA,2021-07-14T11:00:00,2021-07-14T11:00:00.000Z,7/14/2021,11:00:00,100,88,deprecated,KOTA ADM. JAKARTA BARAT,TAMBORA,KRENDANG,deprecated,"AULA PUSKESMAS KECAMATAN TAMBORA,TAMBORA,JAKARTA,INDONESIA",,"(0.0, 0.0, 0.0)",0.0,0.0
111,KANTOR CAMAT CILINCING,2021-07-15T11:00:00,2021-07-15T11:00:00.000Z,7/15/2021,11:00:00,100,88,deprecated,KOTA ADM. JAKARTA UTARA,CILINCING,CILINCING,deprecated,"KANTOR CAMAT CILINCING,CILINCING,JAKARTA,INDONESIA","Kantor Camat Cilincing, Gang Rupbasan, RW 08, Cilincing, Jakarta Utara, Daerah Khusus Ibukota Jakarta, 14120, Indonesia","(-6.1022744, 106.93940911778341, 0.0)",-6.1022744,106.93940911778341
112,PUSKESMAS KELURAHAN PETOJO SELATAN,2021-07-16T10:00:00,2021-07-16T10:00:00.000Z,7/16/2021,10:00:00,100,88,deprecated,KOTA ADM. JAKARTA PUSAT,GAMBIR,PETOJO SELATAN,deprecated,"PUSKESMAS KELURAHAN PETOJO SELATAN,GAMBIR,JAKARTA,INDONESIA","Puskesmas Kelurahan Petojo Selatan, Jalan Taman Tanah Abang III, RW 04, Petojo Selatan, Gambir, Jakarta Pusat, Daerah Khusus Ibukota Jakarta, 10160, Indonesia","(-6.17687555, 106.8144249, 0.0)",-6.17687555,106.8144249
113,SDN 01 PINANGSIA,2021-07-15T09:00:00,2021-07-15T09:00:00.000Z,7/15/2021,9:00:00,100,88,deprecated,KOTA ADM. JAKARTA BARAT,TAMAN SARI,PINANGSIA,deprecated,"SDN 01 PINANGSIA,TAMAN SARI,JAKARTA,INDONESIA",,"(0.0, 0.0, 0.0)",0.0,0.0
114,RPTRA PLANET SENEN,2021-07-15T11:00:00,2021-07-15T11:00:00.000Z,7/15/2021,11:00:00,100,88,deprecated,KOTA ADM. JAKARTA PUSAT,SENEN,SENEN,deprecated,"RPTRA PLANET SENEN,SENEN,JAKARTA,INDONESIA",,"(0.0, 0.0, 0.0)",0.0,0.0
115,SDN 01 PINANGSIA,2021-07-14T10:00:00,2021-07-14T10:00:00.000Z,7/14/2021,10:00:00,100,87,deprecated,KOTA ADM. JAKARTA BARAT,TAMAN SARI,PINANGSIA,deprecated,"SDN 01 PINANGSIA,TAMAN SARI,JAKARTA,INDONESIA",,"(0.0, 0.0, 0.0)",0.0,0.0
116,SDN 01 PINANGSIA,2021-07-16T11:00:00,2021-07-16T11:00:00.000Z,7/16/2021,11:00:00,100,87,deprecated,KOTA ADM. JAKARTA BARAT,TAMAN SARI,PINANGSIA,deprecated,"SDN 01 PINANGSIA,TAMAN SARI,JAKARTA,INDONESIA",,"(0.0, 0.0, 0.0)",0.0,0.0
117,RUMKITLAP ARTHA GRAHAN PEDULI (AGP) ANCOL,2021-07-15T11:00:00,2021-07-15T11:00:00.000Z,7/15/2021,11:00:00,100,87,deprecated,KOTA ADM. JAKARTA UTARA,PADEMANGAN,ANCOL,deprecated,"RUMKITLAP ARTHA GRAHAN PEDULI (AGP) ANCOL,PADEMANGAN,JAKARTA,INDONESIA",,"(0.0, 0.0, 0.0)",0.0,0.0
118,SMPN 2 JAKARTA PUSAT,2021-07-16T09:00:00,2021-07-16T09:00:00.000Z,7/16/2021,9:00:00,100,87,deprecated,KOTA ADM. JAKARTA PUSAT,JOHAR BARU,JOHAR BARU,deprecated,"SMPN 2 JAKARTA PUSAT,JOHAR BARU,JAKARTA,INDONESIA",,"(0.0, 0.0, 0.0)",0.0,0.0
119,GELANGGANG REMAJA KECAMATAN KELAPA GADING,2021-07-15T10:00:00,2021-07-15T10:00:00.000Z,7/15/2021,10:00:00,100,87,deprecated,KOTA ADM. JAKARTA UTARA,KELAPA GADING,KELAPA GADING TIIMUR,deprecated,"GELANGGANG REMAJA KECAMATAN KELAPA GADING,KELAPA GADING,JAKARTA,INDONESIA","Gelanggang Remaja Kecamatan Kelapa Gading, Jalan Kuning Mas, RW 10, Kelapa Gading Timur, Kelapa Gading, Jakarta Utara, Daerah Khusus Ibukota Jakarta, 14240, Indonesia","(-6.1644570000000005, 106.90853955, 0.0)",-6.1644570000000005,106.90853955
120,SMPN 2 JAKARTA PUSAT,2021-07-14T09:00:00,2021-07-14T09:00:00.000Z,7/14/2021,9:00:00,100,87,deprecated,KOTA ADM. JAKARTA PUSAT,JOHAR BARU,JOHAR BARU,deprecated,"SMPN 2 JAKARTA PUSAT,JOHAR BARU,JAKARTA,INDONESIA",,"(0.0, 0.0, 0.0)",0.0,0.0
121,GELANGGANG REMAJA KECAMATAN KELAPA GADING,2021-07-15T11:00:00,2021-07-15T11:00:00.000Z,7/15/2021,11:00:00,100,87,deprecated,KOTA ADM. JAKARTA UTARA,KELAPA GADING,KELAPA GADING TIIMUR,deprecated,"GELANGGANG REMAJA KECAMATAN KELAPA GADING,KELAPA GADING,JAKARTA,INDONESIA","Gelanggang Remaja Kecamatan Kelapa Gading, Jalan Kuning Mas, RW 10, Kelapa Gading Timur, Kelapa Gading, Jakarta Utara, Daerah Khusus Ibukota Jakarta, 14240, Indonesia","(-6.1644570000000005, 106.90853955, 0.0)",-6.1644570000000005,106.90853955
